Gene,SA3170,SA3173,SA3309,SA3326,SA3331,SA3336,SA3174,SA3195,SA3198,SA3318,SA3337,SA3338,,baseMean,log2FoldChange (LUAD/AdenomaG),lfcSE,pvalue,padj,ENTREZ_ID,Gene_name
Hook3,10.14225913,10.41253088,10.7788561,10.99641768,10.67562558,10.61461167,11.01223489,10.80891961,10.82794499,10.95650022,10.37424233,9.824976738,,1616.255265,0.045369023,0.191679914,0.786683494,0.900406825,320191,hook microtubule tethering protein 3
Hopx,12.07154287,13.06305879,12.13504894,11.71617177,12.51842934,12.37055836,10.53052636,11.19445031,11.50168961,11.20853962,11.17567671,10.43490903,,3722.79945,-1.22879882,0.260958534,0.000000222,0.00000953,74318,HOP homeobox
Hotairm1,5.771571719,5.303232236,4.256078432,4.502355246,4.988048015,5.436489514,3.73611049,5.029370052,2.78173044,4.9152322,5.371807399,4.313663327,,29.60451122,-0.257956464,0.342659248,0.222963184,0.445341226,105242658,"Hoxa transcript antisense RNA, myeloid-specific 1"
Hoxa2,5.274072059,5.67762775,5.219552556,4.814299252,5.060197801,4.905974798,3.851587706,4.171389057,3.897207657,3.808316996,4.162354034,4.050628922,,26.20491864,-1.069302189,0.29921288,0.0000377,0.000666059,15399,homeobox A2
Hoxa3,6.140805528,7.125773561,6.123974896,6.136227347,6.287608297,5.794943485,6.058038584,5.871828775,4.897207657,6.014767874,6.249816875,5.429140545,,68.5642729,-0.360777389,0.281537899,0.088490377,0.244086063,15400,homeobox A3
Hoxa4,5.74119807,5.923384165,4.634590055,4.929776469,5.725013609,5.642940392,4.851587707,4.078279652,4.28423078,4.862764781,5.020335028,4.728700826,,35.47284294,-0.646018723,0.324154324,0.008868076,0.047913695,15401,homeobox A4
Hoxa5,8.710171174,9.366926911,8.850029716,8.750282759,8.736068798,8.063976632,7.389552728,7.694951013,7.664373488,8.221619445,8.65420713,7.603169944,,344.8961039,-0.730296963,0.272962311,0.001296002,0.011050439,15402,homeobox A5
Hoxa7,5.472011437,6.262590251,6.377093833,5.68876837,6.077685228,5.5086393,5.009128984,4.341314058,4.656199557,5.500194701,4.554671456,3.951093248,,44.23715258,-1.038521948,0.330463687,0.000171113,0.002213626,15404,homeobox A7
Hoxb2,6.295133675,6.3427606,6.309189769,6.244287093,6.145589292,5.794943485,6.217237179,5.756351558,5.623032693,6.849344265,6.943713747,5.57000308,,75.3971766,0.045621905,0.233633634,0.807642054,0.910083565,103889,homeobox B2
Hoxb3,5.94149672,6.393834784,5.888346648,5.911160791,6.094963219,5.610518914,4.73611049,5.756351558,5.241162058,6.107877279,5.069244629,4.951093248,,52.84771757,-0.457909163,0.275750602,0.033015859,0.12401297,15410,homeobox B3
Hoxb4,7.140805528,7.592738853,6.741505259,6.710463441,6.872570798,6.905974797,6.560538925,6.663242152,6.386592498,7.374663819,7.732209642,6.293485445,,126.6188366,-0.055698087,0.235802292,0.763697248,0.886236162,15412,homeobox B4
Hoxb5,5.396062584,6.70821607,6.219552556,6.001926255,6.210440436,4.958442218,5.009128984,5.41931657,4.28423078,5.751733468,5.29163705,4.313663327,,49.81967192,-0.670715178,0.38502633,0.013077613,0.063873612,15413,homeobox B5
Hoxb6,4.710171174,5.248784452,5.063433354,4.399261753,4.560626791,4.851527014,3.958502911,5.078279652,4.004122861,5.014767874,4.554671456,3.844178044,,25.56469122,-0.201452483,0.272925197,0.315027465,0.549867934,15414,homeobox B6
Hoxb7,4.646040836,4.974609488,5.021613179,4.68876837,4.510000718,3.473015391,3.610579607,3.978743979,3.36669294,4.631439235,4.410281547,3.951093248,,20.7044764,-0.353046935,0.326724185,0.114370733,0.289481219,15415,homeobox B7
Hoxb8,4.434536732,3.355699655,3.841040933,4.28823044,3.609536392,3.321012297,3.473076084,4.341314058,3.004122861,4.567308897,4.069244629,3.603169944,,14.99787154,0.034490422,0.28067045,0.858746218,0.937262425,15416,homeobox B8
Hp,14.38167378,14.13354203,13.25142161,13.32275432,13.56596095,13.58454234,13.65770352,13.78033687,13.18136441,13.49723973,13.07953961,12.71738551,,12247.07584,-0.307798178,0.229906108,0.102133026,0.268837019,15439,haptoglobin
Hp1bp3,12.59361137,12.71167993,12.78648477,12.778961,12.84650728,12.64594288,12.16586592,12.22531494,12.42016635,12.02897437,12.12018159,12.00792447,,5697.540879,-0.541081154,0.095660383,4.25E-09,0.000000339,15441,"heterochromatin protein 1, binding protein 3"
Hpcal1,11.03444957,11.21190284,11.23564653,10.77558816,11.12628699,11.00906829,11.1053443,11.2013664,11.10215494,10.57037955,11.20332863,11.43029609,,2193.711413,0.044727453,0.140245257,0.735418933,0.870216415,53602,hippocalcin-like 1
Hpcal4,4.274072059,6.559571989,5.182077851,5.198963102,5.585288846,2.958442218,4.73611049,3.171389057,1.78173044,4.965858274,1.747316534,9.507872981,,87.01997749,0.217955206,0.450365245,NA,NA,170638,hippocalcin-like 4
Hpdl,3.771571719,4.07190669,3.634590055,3.814299252,3.162077415,4.399014809,3.851587706,5.125585367,4.196767939,4.500194701,5.020335028,7.844178044,,36.63092514,1.501139301,0.786435806,NA,NA,242642,4-hydroxyphenylpyruvate dioxygenase-like
Hpgd,9.610775507,11.83807547,11.08516688,11.24009794,10.40481848,8.167895583,7.971326951,8.555093349,7.656199557,9.771435383,7.739782861,9.913576169,,1129.888162,-1.538350976,0.608003551,0.000557475,0.005616538,15446,hydroxyprostaglandin dehydrogenase 15 (NAD)
Hpgds,6.069252267,6.592738853,6.648395855,6.742406333,6.548135847,6.417873836,7.473076083,6.710547869,6.103658534,5.631439235,6.638087464,5.844178044,,92.32700238,0.01112059,0.24284878,0.954612733,0.98023106,54486,hematopoietic prostaglandin D synthase
Hpn,11.15311467,9.933128484,10.4429355,11.09145748,10.30627214,10.99343764,11.39074652,10.40620649,10.98140278,8.096561965,11.7121387,10.28839657,,1756.425054,0.057679533,0.291833647,0.800618582,0.906812245,15451,hepsin
Hprt,11.28200624,11.28178382,10.93344572,11.10021516,10.71806085,11.31347862,11.15255618,11.68066922,11.27024009,11.14267624,11.39297497,11.63308457,,2459.643175,0.242008901,0.147189964,0.074278768,0.217354137,15452,hypoxanthine guanine phosphoribosyl transferase
Hps1,8.662342649,8.166730236,8.356215104,8.412558575,8.302558638,8.330996385,8.837648516,7.997937544,8.951655441,8.287786369,8.32726096,9.160546613,,367.7460064,0.216714815,0.194158982,0.19705734,0.413183133,192236,"HPS1, biogenesis of lysosomal organelles complex 3 subunit 1"
Hps3,8.331267461,8.769931855,8.801429077,8.915837278,8.716666267,8.670723548,8.195542108,8.520117211,8.310510105,8.654771739,8.244503075,8.149362875,,373.6651174,-0.323143183,0.138540591,0.012125864,0.060348256,12807,"HPS3, biogenesis of lysosomal organelles complex 2 subunit 1"
Hps4,7.954793543,7.801010166,8.063433355,7.906469096,8.222282049,7.780443916,7.618753539,7.82960054,7.804098253,7.828976467,7.862793751,8.732452961,,252.5065396,0.026712914,0.181985818,0.86886013,0.941094374,192232,"HPS4, biogenesis of lysosomal organelles complex 3 subunit 2"
Hps5,9.98589084,9.591372017,9.96067378,10.47330408,9.835788009,10.4143565,9.885857609,9.718283517,9.978127653,9.411658027,9.381522554,9.730578114,,956.3934196,-0.31758151,0.178904719,0.043797235,0.150352924,246694,"HPS5, biogenesis of lysosomal organelles complex 2 subunit 2"
Hps6,8.203417506,7.791518717,7.911430261,7.83419881,8.006426544,7.945503162,7.743605026,7.800745677,7.938234925,8.107877279,7.475236989,8.001719321,,240.1350281,-0.08273087,0.133445085,0.507315606,0.717980562,20170,"HPS6, biogenesis of lysosomal organelles complex 2 subunit 3"
Hpse,7.415427908,7.387548522,7.31785463,7.672280247,7.477432856,7.87900775,8.643001085,9.087268436,9.465894618,8.776762263,9.27087849,9.283289678,,370.4658251,1.542116548,0.181297006,1.44E-18,1.19E-15,15442,heparanase
Hpx,7.056973937,4.07190669,3.519112838,4.502355246,3.403085514,5.195481415,11.04899344,8.171389057,6.536617942,3.692839779,8.27087849,7.132423012,,266.1090747,3.052003968,1.13699522,0.000211838,0.002629371,15458,hemopexin
Hr,6.612873973,7.609040665,7.989432773,7.604376182,7.615535133,8.13408087,8.09951522,8.822440748,9.179761513,7.474199493,7.910546883,10.68192726,,382.2516794,1.131497033,0.54030783,0.002444194,0.017872562,15460,lysine demethylase and nuclear receptor corepressor
Hras,10.98670021,10.81630182,10.78667985,10.51010752,10.51241392,10.99265164,10.21319413,10.39297618,10.49138869,10.53309318,10.26564184,10.90112834,,1595.984004,-0.261481502,0.147741564,0.054159814,0.174900333,15461,Harvey rat sarcoma virus oncogene
Hrasls,0.186609218,1.133307234,#NUM!,#NUM!,2.024573891,7.310958633,#NUM!,#NUM!,1.196767939,2.692839779,#NUM!,1.143738326,,14.76300887,-0.14415491,0.422361995,NA,NA,NA,NA
Hrc,3.186609218,0.548344733,#NUM!,1.64437425,1.287608297,10.9632646,3.151147989,3.493317152,1.196767939,#NUM!,4.410281547,2.465666421,,171.8223927,-0.133587292,0.418943677,NA,NA,15464,histidine rich calcium binding protein
Hrct1,8.295133675,7.118200342,7.083897457,6.489864302,6.988048016,7.990291084,7.482064866,7.321136176,7.28423078,5.062073589,7.466134782,6.483588329,,154.5073733,-0.204440046,0.312095862,0.317161197,0.552252319,100039781,histidine rich carboxyl terminus 1
Hrh1,4.186609218,4.455235329,3.841040933,4.68876837,4.094963219,3.151087296,6.360601354,4.56370648,4.518696034,5.152271398,3.747316534,6.898625828,,33.60747133,1.033231783,0.628604791,0.00633904,0.037129418,15465,histamine receptor H1
Hrh2,4.434536732,4.502541044,5.104075339,4.28823044,4.094963219,4.057977891,4.851587707,3.630820676,3.656199558,4.567308897,3.969708955,3.313663327,,19.5960804,-0.188348428,0.292289937,0.352138886,0.586531554,15466,histamine receptor H2
Hrsp12,10.72285643,9.163054578,8.738281359,9.842819292,8.671312589,10.17622686,9.32107299,9.800745677,10.03754586,8.292752621,10.67903898,10.09938823,,900.5042801,0.056652696,0.285234779,0.768265276,0.888667866,NA,NA
Hs1bp3,8.658284432,8.854406423,9.111569875,8.680547863,9.128910551,9.045905059,8.795004178,9.110968271,9.01054913,8.55908839,8.519906038,8.679013702,,465.478,-0.112513952,0.144812051,0.399803179,0.630356145,58240,HCLS1 binding protein 3
Hs2st1,11.3036029,11.22386078,11.511107,11.55051325,11.5780112,11.59558458,11.16656304,10.90015991,11.5079486,11.26459242,10.52867625,10.79389254,,2485.370686,-0.353794988,0.167462602,0.018753202,0.082405214,23908,heparan sulfate 2-O-sulfotransferase 1
Hs3st1,8.944832433,8.743101588,8.291702342,8.551264846,8.237921173,8.01527344,9.190066978,8.687088895,9.088551642,9.234581751,10.44544239,10.92427809,,637.5976288,1.139369808,0.395324589,0.000330125,0.003715423,15476,heparan sulfate (glucosamine) 3-O-sulfotransferase 1
Hs3st3a1,5.801319062,6.888194737,7.973069327,7.710463441,7.902318141,7.350759641,5.23861083,5.56370648,5.978127652,4.965858274,6.554671456,3.951093248,,110.5184386,-1.630118266,0.465512031,0.0000267,0.000506217,15478,heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1
Hs3st3b1,7.887048936,8.443162497,9.720419965,9.8205474,8.719454084,9.099454527,9.298352913,9.075270903,8.948311998,8.715207592,8.862793751,6.773094946,,496.7416779,-0.154256434,0.295288415,0.437261797,0.663051389,54710,heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1
Hs6st1,10.69242077,10.25570387,10.59948625,10.74962803,10.27629298,10.70950801,11.23662045,10.84204531,10.72619849,11.78647742,11.10413528,10.78307903,,1875.311809,0.493759365,0.200752708,0.004939393,0.030619789,50785,heparan sulfate 6-O-sulfotransferase 1
Hs6st2,1.186609218,5.525624657,2.519112838,2.229336751,4.747039915,3.151087296,4.058038585,3.978743979,4.103658534,8.038614616,3.332279035,3.465666421,,35.68159251,0.324987398,0.551422684,NA,NA,50786,heparan sulfate 6-O-sulfotransferase 2
Hsbp1,11.98264883,11.54869691,11.31839446,11.15117769,11.17635155,11.8402117,11.12340984,11.74456284,11.42558663,11.09939912,11.90171274,11.44637725,,2922.960681,-0.039574343,0.181170172,0.801943717,0.906938606,68196,heat shock factor binding protein 1
Hsbp1l1,6.646040837,4.870272829,4.32646776,4.966302345,4.609536392,6.009068291,6.195542108,5.725977909,6.639711435,2.429805373,4.484282129,4.787594516,,45.90508458,0.01957398,0.324749376,0.913132183,0.962438759,66255,heat shock factor binding protein 1-like 1
Hscb,8.974511777,8.332979579,8.088968446,7.819299933,8.153856908,8.76579714,7.73611049,8.520117211,8.444695452,7.346282018,8.950256593,8.518777757,,333.0529454,-0.039736182,0.233631773,0.825890818,0.919200868,100900,HscB iron-sulfur cluster co-chaperone
Hsd11b1,10.02108027,10.24183169,10.39665261,10.0139716,9.824179314,9.203655346,9.058038584,8.932940289,8.826124559,9.876061603,8.19026003,7.844178044,,755.4418843,-0.892425543,0.33524825,0.00091352,0.008323729,15483,hydroxysteroid 11-beta dehydrogenase 1
Hsd11b2,9.548552992,8.269443922,7.441944978,8.569186754,6.736068798,8.321012297,8.820032973,8.533332831,8.789224976,6.500194701,9.332279035,7.561590841,,352.2028596,0.040960254,0.302627967,0.830260465,0.921318829,15484,hydroxysteroid 11-beta dehydrogenase 2
Hsd17b10,12.16174067,11.10532969,11.15150224,11.07900248,10.93626547,11.57787619,10.90436474,11.1629109,10.98955823,10.50768924,10.99840439,10.59803762,,2294.487065,-0.430145254,0.22211111,0.021313695,0.090842823,15108,hydroxysteroid (17-beta) dehydrogenase 10
Hsd17b11,12.03874855,11.49780671,11.42148795,11.46215737,11.53869615,11.65143126,11.20031586,11.15509525,11.08931076,10.68624997,12.24649804,12.66705524,,3223.20436,0.041798207,0.247280595,0.821912267,0.917533795,114664,hydroxysteroid (17-beta) dehydrogenase 11
Hsd17b12,10.95148081,11.08167447,11.22877109,11.06906544,10.98341657,10.97365813,11.78187015,11.39780125,11.07021205,11.78339332,11.10046336,11.55577884,,2486.017171,0.385223909,0.150565944,0.005456245,0.033091743,56348,hydroxysteroid (17-beta) dehydrogenase 12
Hsd17b14,4.274072059,3.870272828,3.256078432,4.68876837,6.077685228,6.705676148,6.151147989,5.56370648,5.75135679,1.692839779,5.995244047,9.308645252,,92.88554654,0.424277876,0.692448741,0.031734336,0.120612363,66065,hydroxysteroid (17-beta) dehydrogenase 14
Hsd17b2,4.646040836,#NUM!,#NUM!,0.644374251,-0.297354204,0.151087296,5.879068443,7.19375687,4.951655441,#NUM!,5.621785652,8.61541354,,58.8462665,3.037731864,2.578387118,0.002202153,0.016511144,15486,hydroxysteroid (17-beta) dehydrogenase 2
Hsd17b4,11.56707028,11.23659504,11.07753355,11.42778179,11.35280001,11.10601059,11.06926584,11.05250302,11.01774463,10.8543916,10.87402101,11.64159016,,2370.974759,-0.166517741,0.151890724,0.229656618,0.453958975,15488,hydroxysteroid (17-beta) dehydrogenase 4
Hsd17b7,7.386281562,7.738169292,7.585202028,7.26642607,7.585288846,6.594030791,8.820032973,8.004279071,7.73592675,8.835797733,7.217636469,9.062601563,,256.4845242,0.843658553,0.341075939,0.0016968,0.013598251,15490,hydroxysteroid (17-beta) dehydrogenase 7
Hsd3b2,6.612873973,6.04019783,6.853013574,6.259084095,7.353697488,6.809298778,7.865393506,7.029370052,7.067132659,3.567308897,8.145347608,6.166106139,,124.6926578,0.169075152,0.338674738,0.38576375,0.617179462,15493,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"
Hsd3b7,10.00519139,9.862361437,9.556202157,10.57880229,9.582229046,10.2893591,9.749200489,9.616403903,9.597647375,9.386326737,9.502204036,9.844178044,,916.0543195,-0.340215335,0.186606701,0.037738553,0.136229583,101502,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7"
Hsdl1,9.364028756,9.53418667,9.68903784,9.628792709,9.687064255,9.842830815,9.308494924,9.760103692,9.401339083,9.099399125,8.998404389,9.199020761,,715.438514,-0.280653433,0.146159222,0.036904819,0.133980539,72552,hydroxysteroid dehydrogenase like 1
Hsdl2,8.931443056,8.854406423,8.989432773,9.236831288,8.803308135,9.275208607,9.139832675,8.63491343,8.931477559,8.205909362,8.032718753,8.739928082,,463.6354634,-0.29729868,0.192637047,0.075354464,0.219646572,72479,hydroxysteroid dehydrogenase like 2
Hsf1,9.682464245,9.060097387,9.114059427,9.320331284,9.15591643,9.431858066,8.823573331,9.213048208,9.121580442,9.249984336,9.55252299,9.512244787,,625.2997612,-0.03656562,0.152368338,0.79243392,0.90306582,15499,heat shock factor 1
Hsf2,7.733503678,7.698091853,7.835017146,8.739771273,7.579162743,8.57735205,8.331057079,8.253538098,8.346515058,8.58361071,7.969708955,8.724938908,,304.9740817,0.210686717,0.219167191,0.246455457,0.47356459,15500,heat shock factor 2
Hsf2bp,1.771571719,2.870272828,2.741505259,2.451729173,3.162077415,3.610518914,3.473076084,3.493317152,3.518696033,2.429805373,4.484282129,4.667300282,,10.92146411,0.50083172,0.495399542,0.055166977,0.176793437,74377,heat shock transcription factor 2 binding protein
Hsf4,8.596000154,8.220770076,8.343541273,7.925145021,8.727785359,8.682468756,7.436550208,7.77871937,7.743662399,6.615671919,8.410281547,7.086252831,,272.4410251,-0.676628997,0.289564523,0.003639921,0.024270805,26386,heat shock transcription factor 4
Hsh2d,6.274072059,5.718269735,4.182077851,5.316799593,5.430566251,5.76579714,4.543465411,6.258851898,5.623032693,4.195340119,5.834779375,8.709792364,,77.40549683,0.38028753,0.524605521,0.080235139,0.228763385,209488,hematopoietic SH2 domain containing
Hsp90aa1,12.99416539,13.338184,12.45844718,13.32912287,12.52262526,12.9471269,13.40824113,13.46615338,12.79109254,13.97650695,13.37591396,13.77389167,,9854.033884,0.445479492,0.222759871,0.017833558,0.079790471,15519,"heat shock protein 90, alpha (cytosolic), class A member 1"
Hsp90ab1,15.61441309,15.37283118,14.92332306,15.59233074,14.95660405,15.1968043,15.60907388,15.23701556,15.26684694,16.04764012,16.48130279,15.77397701,,48809.05201,0.397975662,0.227649288,0.03315351,0.124286043,15516,"heat shock protein 90 alpha (cytosolic), class B member 1"
Hsp90b1,14.62669974,14.90131921,14.16739551,14.38457664,14.3702009,14.11335072,14.94414158,14.45259466,14.92037556,14.70953202,15.35472391,15.01737468,,26783.35707,0.411744372,0.18308734,0.011306258,0.057392191,22027,"heat shock protein 90, beta (Grp94), member 1"
Hspa12a,7.866089317,8.309895966,8.364602889,8.680547863,7.902318141,8.463970251,8.167956276,7.090252294,6.897207657,7.542505506,7.195777034,6.553129262,,237.7431966,-0.829056892,0.283489367,0.000488815,0.005066825,73442,heat shock protein 12A
Hspa12b,8.453395759,9.3427606,9.07370169,8.763315323,9.143514964,8.598170522,7.858507121,7.82960054,7.869193281,8.776762263,7.923905266,7.438359075,,372.8799855,-0.816652622,0.251111242,0.000175092,0.002252757,72630,heat shock protein 12B
Hspa13,9.777196268,10.56515302,10.87372955,10.86354277,10.3821259,9.89423869,10.64400261,10.13283875,10.28952508,10.27905408,9.652201994,9.467918872,,1262.335691,-0.233523653,0.229831467,0.210508211,0.430254945,110920,"heat shock protein 70 family, member 13"
Hspa14,9.754565293,9.560969272,9.426003434,9.594200961,9.447479634,9.564715225,9.811143881,10.07978168,9.618832705,10.21901295,9.816990062,10.03552203,,870.4718392,0.355811151,0.123765873,0.00231699,0.017162544,50497,heat shock protein 14
Hspa1a,8.321035538,6.625160331,7.256078432,10.00192626,6.656842107,7.823512637,8.861954422,6.580779993,6.924688393,7.895779838,8.233816396,8.303609662,,288.4853802,-0.103894082,0.330347338,0.568855567,0.765036787,193740,heat shock protein 1A
Hspa1b,9.32360033,7.646376817,8.300472552,11.50662415,7.295102834,8.598170522,10.00912898,8.165742494,8.174047862,9.144050891,10.42327357,9.88688972,,758.5646702,-0.008725918,0.330134751,0.953487643,0.980076571,15511,heat shock protein 1B
Hspa1l,0.186609218,1.870272828,1.934150337,2.814299252,1.287608297,7.370255816,2.151147989,#NUM!,1.196767939,3.567308897,1.162354034,0.143738326,,17.12268713,-0.295554274,0.559535721,NA,NA,15482,heat shock protein 1-like
Hspa2,9.650133591,8.865757347,7.779640388,7.873192941,7.988048015,8.009068291,8.23329703,8.035575201,8.743662399,9.561147913,7.173581289,8.220553923,,368.8124665,-0.012491404,0.283761514,0.944848547,0.976027388,15512,heat shock protein 2
Hspa4,11.69242077,11.83287969,11.7792483,12.06880301,11.61141368,11.54608581,12.1873216,11.73696719,11.75231571,12.47747462,11.35834133,12.43778464,,3857.595245,0.227760412,0.189486774,0.168305151,0.373201323,15525,heat shock protein 4
Hspa4l,9.244600941,10.09620324,9.718785183,10.62308471,9.768734987,9.415529896,10.2881391,9.421687475,9.326050956,11.26963902,9.506649941,9.842442992,,1030.716671,0.129513302,0.272172213,0.508124856,0.718695204,18415,heat shock protein 4 like
Hspa5,14.04108805,14.39005649,14.02657715,14.0946834,13.8980949,13.61179915,14.48618935,14.13509798,14.22605517,14.24101949,14.50713538,14.15479083,,18440.86718,0.240342632,0.136564183,0.056139647,0.178934914,14828,heat shock protein 5
Hspa8,14.40032102,14.59325108,14.53470212,15.07822046,14.33456175,14.35183267,14.8607165,14.73494286,14.68266013,14.74552103,14.73505426,14.80284229,,26073.27205,0.166659793,0.132786849,0.176006072,0.383859758,15481,heat shock protein 8
Hspa9,12.71335296,12.59085912,12.45181973,12.72018763,12.61478665,12.45143986,12.95628725,12.7252583,12.8290816,12.84237522,12.98929968,13.7297571,,7347.081015,0.403396796,0.174625139,0.009720357,0.051426132,15526,heat shock protein 9
Hspb1,9.405777738,10.41253088,9.731811863,10.31148579,9.649552071,9.932447009,9.464030944,9.182616312,8.213576226,10.808317,10.39477496,9.140917807,,935.9040915,-0.085367406,0.275010314,0.657578336,0.823616865,15507,heat shock protein 1
Hspb11,8.013157705,7.71325166,7.675617324,7.425733964,7.522824758,8.200935845,7.093662494,7.919581907,7.472892344,7.707790121,7.563233469,7.323647415,,203.1243511,-0.198044473,0.180428548,0.212543586,0.432383795,72938,"heat shock protein family B (small), member 11"
Hspb2,6.069252267,6.718269735,6.634590055,6.036691673,6.006426544,7.823512637,5.280431006,5.843814399,5.28423078,5.465429283,5.621785652,4.143738325,,72.88542828,-1.130412521,0.414469339,0.000510457,0.005245112,69253,heat shock protein 2
Hspb6,7.974511777,6.982972962,7.534063179,7.975291129,7.964740641,11.81108319,7.249180072,7.041753776,6.826124559,7.965858273,7.301905386,7.483588329,,470.18683,-1.705854688,0.830488056,NA,NA,243912,"heat shock protein, alpha-crystallin-related, B6"
Hspb7,6.376433777,6.276265188,7.133822682,6.633058937,6.821586869,11.30463933,3.473076084,4.815245247,6.482170158,6.849344265,5.410281547,4.391665839,,279.1982606,-2.586267117,1.163771432,NA,NA,29818,"heat shock protein family, member 7 (cardiovascular)"
Hspb8,10.67645718,10.65621565,10.57077496,11.46135787,10.11838756,11.15811456,9.984038003,8.929612271,8.716404192,9.127468007,9.357110888,8.410524866,,1205.349805,-1.561683568,0.299696002,1.33E-08,0.000000873,80888,heat shock protein 8
Hspbap1,7.163889141,7.651632542,7.613630437,7.183533062,7.535535811,7.310958633,7.473076083,7.939573382,7.545496093,7.205909361,7.670148674,7.787594516,,184.3564748,0.166988748,0.15828678,0.246790876,0.473835043,66667,Hspb associated protein 1
Hspbp1,9.492670907,9.085563134,8.855991275,9.055885239,8.971772475,9.075899799,8.977696476,8.833167155,9.057854845,8.828976467,9.383941155,9.454351107,,551.5495323,0.00700722,0.151186283,0.961036865,0.983097543,66245,"HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1"
Hspd1,11.89827619,11.92474148,11.63978272,12.50332656,11.56799244,11.88833464,12.45549931,12.32683979,12.17797843,13.48725565,12.61356515,12.90943881,,5363.399561,0.68862383,0.250652094,0.001222954,0.010536267,15510,heat shock protein 1 (chaperonin)
Hspe1,11.00918005,11.00367195,10.27733605,10.53235638,10.11838756,11.03449428,10.76125005,11.65015868,10.90757437,11.763408,12.27185825,11.65795924,,2380.773658,0.750592478,0.28398017,0.00136316,0.011455957,15528,heat shock protein 1 (chaperonin 10)
Hspg2,11.45105182,10.90259412,11.08262692,11.0893891,11.27629298,11.58206247,12.18869494,10.51123906,11.80271038,12.55237457,11.38575245,10.89025265,,2907.382179,0.317086277,0.280931316,0.130191367,0.31548386,15530,perlecan (heparan sulfate proteoglycan 2)
Hsph1,9.132053054,10.39383478,9.80759445,11.71650685,9.206471534,10.03220126,10.47307608,10.17981768,9.696613826,11.89741092,9.508867767,10.83286273,,1465.3551,0.130917476,0.3175356,0.50393465,0.716384485,15505,heat shock 105kDa/110kDa protein 1
Htatip2,9.723827619,8.961972663,8.905693891,9.662574429,8.588342169,9.012174202,8.743605026,8.969050583,8.692622966,8.623577117,9.014103075,9.717385513,,552.6969897,-0.133123234,0.219961809,0.459888747,0.681730535,53415,HIV-1 Tat interactive protein 2
Htatsf1,10.28727156,10.35166865,10.20561337,9.977529601,10.26393374,10.47301539,9.84114596,10.00901699,9.878006351,10.33308472,10.59385164,9.734325376,,1164.335003,-0.142398338,0.158179717,0.320260713,0.555367146,72459,HIV TAT specific factor 1
Htr1b,0.186609218,3.635807575,2.256078432,2.64437425,2.510000718,0.151087296,4.906035491,2.171389057,2.196767939,7.026740516,#NUM!,4.787594516,,19.04077793,0.467641151,0.912571248,0.00994321,0.05237053,15551,5-hydroxytryptamine (serotonin) receptor 1B
Htr2a,1.771571719,4.007776352,3.256078432,3.229336751,3.95057331,1.151087296,3.851587706,1.171389057,0.196767938,6.355804792,#NUM!,2.728700826,,13.53987458,0.11167448,0.382412985,0.381034036,0.612726594,15558,5-hydroxytryptamine (serotonin) receptor 2A
Htr2b,5.231003337,4.635807575,4.457712294,5.451729173,4.747039915,5.151087295,4.795004178,5.258851898,3.897207657,4.107877278,4.069244629,4.231201167,,27.02529365,-0.319169342,0.30169822,0.137516555,0.326989961,15559,5-hydroxytryptamine (serotonin) receptor 2B
Htr2c,1.771571719,5.04019783,6.200936878,4.64437425,5.633383134,4.794943485,2.736110489,4.493317152,2.518696034,2.915232201,1.747316534,1.728700827,,21.785138,-1.616866208,0.773589996,0.001506561,0.012379711,15560,5-hydroxytryptamine (serotonin) receptor 2C
Htr7,3.646040836,4.406325729,4.841040933,4.731837092,4.094963219,4.057977891,5.879068443,3.871828775,4.518696034,6.19534012,4.68591599,3.603169944,,27.52417104,0.350318913,0.405955377,0.12434112,0.306003534,15566,5-hydroxytryptamine (serotonin) receptor 7
Htra1,8.574626503,9.131427501,8.841040933,8.922823709,8.999562003,8.895921133,9.734230756,8.606017285,7.854979422,12.58614131,7.195777034,10.63759378,,1019.649214,0.985776045,0.904147604,0.011651508,0.05865846,56213,HtrA serine peptidase 1
Htra2,9.383825911,9.017986551,8.504005946,8.41916131,8.551268737,8.848054822,8.477577476,8.857889584,9.076351188,9.540419179,9.048050407,8.947869347,,487.9884372,0.15217589,0.196981103,0.369790387,0.603469003,64704,HtrA serine peptidase 2
Htra3,10.10845015,8.118200342,7.228771087,7.758116417,7.522824758,7.728516124,8.6903068,8.285131223,8.042257989,10.79525296,8.228443224,8.026381375,,455.8824402,0.205940194,0.371803383,NA,NA,78558,HtrA serine peptidase 3
Htra4,8.351516145,6.355699656,6.123974896,6.633058937,6.702645797,5.543404718,7.809359471,9.831384949,7.435172678,4.692839779,8.081217271,8.438359075,,223.3607554,0.721257411,0.758560909,0.022887382,0.095098541,330723,HtrA serine peptidase 4
Htt,10.00359284,10.09040928,10.51157917,10.60437618,10.35190197,10.01682057,10.61773433,9.820645234,10.32347241,10.58056812,10.1874936,10.38452966,,1272.287739,0.049371844,0.159318801,0.734617741,0.869892215,15194,huntingtin
