"","x"
"7420","Noa1"
"7421","Nob1"
"7422","Noc2l"
"7423","Noc3l"
"7424","Noc4l"
"7425","Noct"
"7426","Nod1"
"7427","Nol10"
"7428","Nol11"
"7429","Nol12"
"7430","Nol4l"
"7431","Nol6"
"7432","Nol7"
"7433","Nol8"
"7434","Nol9"
"7435","Nolc1"
"7436","Nom1"
"7437","Nomo1"
"7438","Nono"
"7439","Nop10"
"7440","Nop14"
"7441","Nop16"
"7442","Nop2"
"7443","Nop56"
"7444","Nop58"
"7445","Nop9"
"7446","Nos3"
"7447","Nosip"
"7448","Nostrin"
"7449","Notch1"
"7450","Notch2"
"7451","Notch4"
"7452","Noxa1"
"7453","Noxred1"
"7454","Npat"
"7455","Npb"
"7456","Npc1"
"7457","Npc2"
"7458","Npepl1"
"7459","Npepps"
"7460","Nphp1"
"7461","Npl"
"7462","Nploc4"
"7463","Npm1"
"7464","Npm3"
"7465","Npm3-ps1"
"7466","Npr1"
"7467","Nprl2"
"7468","Nprl3"
"7469","Nptn"
"7470","Npw"
"7471","Nqo1"
"7472","Nqo2"
"7473","Nr0b2"
"7474","Nr1d1"
"7475","Nr1d2"
"7476","Nr1h2"
"7477","Nr1h3"
"7478","Nr1i2"
"7479","Nr1i3"
"7480","Nr2c1"
"7481","Nr2c2"
"7482","Nr2c2ap"
"7483","Nr2f6"
"7484","Nr3c1"
"7485","Nr4a2"
"7486","Nradd"
"7487","Nrarp"
"7488","Nras"
"7489","Nrbf2"
"7490","Nrbp1"
"7491","Nrd1"
"7492","Nrde2"
"7493","Nrep"
"7494","Nrf1"
"7495","Nrg1"
"7496","Nrg4"
"7497","Nrgn"
"7498","Nrip1"
"7499","Nrip3"
"7500","Nrm"
"7501","Nrn1"
"7502","Nrp1"
"7503","Nrros"
"7504","Nrtn"
"7505","Nrxn1"
"7506","Nsa2"
"7507","Nsd1"
"7508","Nsd2"
"7509","Nsd3"
"7510","Nsdhl"
"7511","Nsf"
"7512","Nsfl1c"
"7513","Nsl1"
"7514","Nsmaf"
"7515","Nsmce1"
"7516","Nsmce2"
"7517","Nsmce3"
"7518","Nsmce4a"
"7519","Nsmf"
"7520","Nsrp1"
"7521","Nsun2"
"7522","Nsun3"
"7523","Nsun4"
"7524","Nsun5"
"7525","Nsun6"
"7526","Nt5c"
"7527","Nt5c2"
"7528","Nt5c3"
"7529","Nt5c3b"
"7530","Nt5dc1"
"7531","Nt5dc2"
"7532","Nt5dc3"
"7533","Nt5e"
"7534","Nt5m"
"7535","Ntan1"
"7536","Nthl1"
"7537","Ntmt1"
"7538","Ntpcr"
"7539","Nuak2"
"7540","Nub1"
"7541","Nubp1"
"7542","Nubp2"
"7543","Nubpl"
"7544","Nucb1"
"7545","Nucb2"
"7546","Nucks1"
"7547","Nudc"
"7548","Nudc-ps1"
"7549","Nudcd1"
"7550","Nudcd2"
"7551","Nudcd3"
"7552","Nudt1"
"7553","Nudt12"
"7554","Nudt13"
"7555","Nudt14"
"7556","Nudt15"
"7557","Nudt16"
"7558","Nudt16l1"
"7559","Nudt17"
"7560","Nudt18"
"7561","Nudt19"
"7562","Nudt2"
"7563","Nudt21"
"7564","Nudt22"
"7565","Nudt3"
"7566","Nudt4"
"7567","Nudt5"
"7568","Nudt6"
"7569","Nudt7"
"7570","Nudt8"
"7571","Nudt9"
"7572","Nuf2"
"7573","Nufip1"
"7574","Nufip2"
"7575","Numa1"
"7576","Numb"
"7577","Numbl"
"7578","Nup107"
"7579","Nup133"
"7580","Nup153"
"7581","Nup155"
"7582","Nup160"
"7583","Nup188"
"7584","Nup205"
"7585","Nup210"
"7586","Nup214"
"7587","Nup35"
"7588","Nup37"
"7589","Nup43"
"7590","Nup50"
"7591","Nup54"
"7592","Nup62"
"7593","Nup85"
"7594","Nup88"
"7595","Nup93"
"7596","Nup98"
"7597","Nupl1"
"7598","Nupl2"
"7599","Nupr1"
"7600","Nupr1l"
"7601","Nus1"
"7602","Nusap1"
"7603","Nutf2"
"7604","Nutf2-ps1"
"7605","Nvl"
"7606","Nxf1"
"7607","Nxf2"
"7608","Nxn"
"7609","Nxpe1-ps"
"7610","Nxpe2"
"7611","Nxpe3"
"7612","Nxpe4"
"7613","Nxt1"
"7614","Nxt2"
"7615","Nynrin"
"7616","Oaf"
"7617","Oard1"
"7618","Oas1a"
"7619","Oasl2"
"7620","Oat"
"7621","Oaz1"
"7622","Oaz1-ps"
"7623","Oaz2"
"7624","Obscn"
"7625","Obsl1"
"7626","Ocel1"
"7627","Ociad1"
"7628","Ociad2"
"7629","Ocln"
"7630","Ocrl"
"7631","Odc1"
"7632","Odf2"
"7633","Odf2l"
"7634","Odf3b"
"7635","Ofd1"
"7636","Ogdh"
"7637","Ogfod1"
"7638","Ogfod2"
"7639","Ogfod3"
"7640","Ogfr"
"7641","Ogfrl1"
"7642","Ogg1"
"7643","Ogt"
"7644","Oip5"
"7645","Ola1"
"7646","Olfm1"
"7647","Olfml2b"
"7648","Olfr1369-ps1"
"7649","Olfr1423"
"7650","Olfr433"
"7651","Olr1"
"7652","Oma1"
"7653","Oosp2"
"7654","Opa1"
"7655","Opa3"
"7656","Oplah"
"7657","Opn3"
"7658","Optn"
"7659","Orai1"
"7660","Orai2"
"7661","Orai3"
"7662","Oraov1"
"7663","Orc1"
"7664","Orc2"
"7665","Orc3"
"7666","Orc4"
"7667","Orc5"
"7668","Orc6"
"7669","Ormdl1"
"7670","Ormdl2"
"7671","Ormdl3"
"7672","Os9"
"7673","Osbp"
"7674","Osbpl11"
"7675","Osbpl1a"
"7676","Osbpl2"
"7677","Osbpl7"
"7678","Osbpl8"
"7679","Osbpl9"
"7680","Oscp1"
"7681","Oser1"
"7682","Osgep"
"7683","Osgepl1"
"7684","Osgin1"
"7685","Osgin2"
"7686","Osm"
"7687","Ost4"
"7688","Ostc"
"7689","Ostf1"
"7690","Ostm1"
"7691","Otc"
"7692","Otos"
"7693","Otub1"
"7694","Otub2"
"7695","Otud3"
"7696","Otud4"
"7697","Otud5"
"7698","Otud6b"
"7699","Otud7b"
"7700","Otulin"
"7701","Ovca2"
"7702","Oxa1l"
"7703","Oxct1"
"7704","Oxld1"
"7705","Oxnad1"
"7706","Oxr1"
"7707","Oxsm"
"7708","Oxsr1"
"7709","P2rx1"
"7710","P2rx4"
"7711","P2rx7"
"7712","P2ry1"
"7713","P2ry10"
"7714","P2ry12"
"7715","P2ry13"
"7716","P2ry14"
"7717","P2ry2"
"7718","P2ry6"
"7719","P3h1"
"7720","P3h4"
"7721","P4ha1"
"7722","P4ha2"
"7723","P4ha3"
"7724","P4hb"
"7725","P4htm"
"7726","Pa2g4"
"7727","Pabpc1"
"7728","Pabpc1l"
"7729","Pabpc4"
"7730","Pabpn1"
"7731","Pacs1"
"7732","Pacs2"
"7733","Pacsin2"
"7734","Pacsin3"
"7735","Padi2"
"7736","Padi4"
"7737","Paf1"
"7738","Pafah1b1"
"7739","Pafah1b2"
"7740","Pafah1b3"
"7741","Pafah2"
"7742","Pah"
"7743","Paics"
"7744","Paip1"
"7745","Paip2"
"7746","Paip2b"
"7747","Pak1"
"7748","Pak1ip1"
"7749","Pak2"
"7750","Pak4"
"7751","Pak6"
"7752","Palb2"
"7753","Pald1"
"7754","Palld"
"7755","Palm"
"7756","Pam"
"7757","Pam16"
"7758","Pan2"
"7759","Pan3"
"7760","Pank1"
"7761","Pank2"
"7762","Pank3"
"7763","Pank4"
"7764","Panx1"
"7765","Paox"
"7766","Papd4"
"7767","Papd5"
"7768","Papd7"
"7769","Papola"
"7770","Papolg"
"7771","Papss1"
"7772","Papss2"
"7773","Paqr4"
"7774","Paqr5"
"7775","Paqr6"
"7776","Paqr7"
"7777","Paqr9"
"7778","Pard3"
"7779","Pard6a"
"7780","Pard6b"
"7781","Parg"
"7782","Park7"
"7783","Parl"
"7784","Parm1"
"7785","Parn"
"7786","Parp1"
"7787","Parp10"
"7788","Parp11"
"7789","Parp12"
"7790","Parp14"
"7791","Parp16"
"7792","Parp2"
"7793","Parp3"
"7794","Parp6"
"7795","Parp8"
"7796","Parp9"
"7797","Parpbp"
"7798","Pars2"
"7799","Particl"
"7800","Parva"
"7801","Parvb"
"7802","Parvg"
"7803","Pask"
"7804","Patl1"
"7805","Patz1"
"7806","Paxbp1"
"7807","Paxip1"
"7808","Pbdc1"
"7809","Pbk"
"7810","Pbrm1"
"7811","Pbx1"
"7812","Pbx2"
"7813","Pbx3"
"7814","Pbx4"
"7815","Pbxip1"
"7816","Pcbd1"
"7817","Pcbd2"
"7818","Pcbp1"
"7819","Pcbp2"
"7820","Pcbp3"
"7821","Pcbp4"
"7822","Pcca"
"7823","Pccb"
"7824","Pced1a"
"7825","Pced1b"
"7826","Pcf11"
"7827","Pcgf1"
"7828","Pcgf2"
"7829","Pcgf3"
"7830","Pcgf5"
"7831","Pcgf6"
"7832","Pcid2"
"7833","Pcif1"
"7834","Pck2"
"7835","Pclaf"
"7836","Pcm1"
"7837","Pcmt1"
"7838","Pcmtd1"
"7839","Pcmtd2"
"7840","Pcna"
"7841","Pcna-ps2"
"7842","Pcnp"
"7843","Pcnt"
"7844","Pcnx"
"7845","Pcnx3"
"7846","Pcnx4"
"7847","Pcolce2"
"7848","Pcsk4"
"7849","Pcsk7"
"7850","Pcsk9"
"7851","Pctp"
"7852","Pcx"
"7853","Pcyox1"
"7854","Pcyox1l"
"7855","Pcyt1a"
"7856","Pcyt1b"
"7857","Pcyt2"
"7858","Pdap1"
"7859","Pdcd10"
"7860","Pdcd11"
"7861","Pdcd2"
"7862","Pdcd2l"
"7863","Pdcd4"
"7864","Pdcd5"
"7865","Pdcd5-ps"
"7866","Pdcd6"
"7867","Pdcd6ip"
"7868","Pdcd7"
"7869","Pdcl"
"7870","Pdcl3"
"7871","Pddc1"
"7872","Pde12"
"7873","Pde3b"
"7874","Pde4a"
"7875","Pde4b"
"7876","Pde4d"
"7877","Pde4dip"
"7878","Pde6c"
"7879","Pde6d"
"7880","Pde6h"
"7881","Pde7a"
"7882","Pdha1"
"7883","Pdhb"
"7884","Pdhx"
"7885","Pdia2"
"7886","Pdia3"
"7887","Pdia4"
"7888","Pdia5"
"7889","Pdia6"
"7890","Pdik1l"
"7891","Pdk1"
"7892","Pdk2"
"7893","Pdk3"
"7894","Pdlim1"
"7895","Pdlim2"
"7896","Pdlim4"
"7897","Pdlim5"
"7898","Pdlim7"
"7899","Pdp1"
"7900","Pdp2"
"7901","Pdpk1"
"7902","Pdrg1"
"7903","Pds5a"
"7904","Pds5b"
"7905","Pdss1"
"7906","Pdss2"
"7907","Pdxdc1"
"7908","Pdxk"
"7909","Pdyn"
"7910","Pdzd11"
"7911","Pdzd8"
"7912","Pdzk1"
"7913","Pdzk1ip1"
"7914","Pdzph1"
"7915","Pea15a"
"7916","Pebp1"
"7917","Pecam1"
"7918","Pecr"
"7919","Pef1"
"7920","Peg12"
"7921","Peg13"
"7922","Peli1"
"7923","Pelo"
"7924","Pelp1"
"7925","Pemt"
"7926","Penk"
"7927","Pepd"
"7928","Per1"
"7929","Per3"
"7930","Perp"
"7931","Pes1"
"7932","Pet100"
"7933","Pex1"
"7934","Pex10"
"7935","Pex11a"
"7936","Pex11b"
"7937","Pex11g"
"7938","Pex12"
"7939","Pex13"
"7940","Pex14"
"7941","Pex16"
"7942","Pex19"
"7943","Pex2"
"7944","Pex26"
"7945","Pex3"
"7946","Pex5"
"7947","Pex6"
"7948","Pex7"
"7949","Pf4"
"7950","Pfas"
"7951","Pfdn1"
"7952","Pfdn2"
"7953","Pfdn4"
"7954","Pfdn5"
"7955","Pfdn6"
"7956","Pfkfb1"
"7957","Pfkfb2"
"7958","Pfkfb3"
"7959","Pfkfb4"
"7960","Pfkl"
"7961","Pfkm"
"7962","Pfkp"
"7963","Pfn1"
"7964","Pfn2"
"7965","Pfn4"
"7966","Pgam1"
"7967","Pgam5"
"7968","Pgap2"
"7969","Pgap3"
"7970","Pgbd1"
"7971","Pgd"
"7972","Pgghg"
"7973","Pggt1b"
"7974","Pgk1"
"7975","Pgls"
"7976","Pglyrp1"
"7977","Pglyrp2"
"7978","Pgm1"
"7979","Pgm2"
"7980","Pgm2l1"
"7981","Pgm3"
"7982","Pgp"
"7983","Pgpep1"
"7984","Pgrmc1"
"7985","Pgrmc2"
"7986","Pgs1"
"7987","Phactr1"
"7988","Phactr2"
"7989","Phactr4"
"7990","Phax"
"7991","Phb"
"7992","Phb2"
"7993","Phc1"
"7994","Phc2"
"7995","Phc3"
"7996","Phf1"
"7997","Phf10"
"7998","Phf11a"
"7999","Phf11b"
"8000","Phf11c"
"8001","Phf11d"
"8002","Phf12"
"8003","Phf13"
"8004","Phf14"
"8005","Phf19"
"8006","Phf2"
"8007","Phf20"
"8008","Phf20l1"
"8009","Phf21a"
"8010","Phf23"
"8011","Phf3"
"8012","Phf5a"
"8013","Phf6"
"8014","Phf7"
"8015","Phf8"
"8016","Phgdh"
"8017","Phip"
"8018","Phka2"
"8019","Phkb"
"8020","Phkg1"
"8021","Phkg2"
"8022","Phlda1"
"8023","Phlda2"
"8024","Phlda3"
"8025","Phldb3"
"8026","Phospho2"
"8027","Phpt1"
"8028","Phrf1"
"8029","Phtf1"
"8030","Phtf1os"
"8031","Phtf2"
"8032","Phyh"
"8033","Phyhip"
"8034","Phykpl"
"8035","Pi16"
"8036","Pi4k2a"
"8037","Pi4k2b"
"8038","Pi4ka"
"8039","Pi4kb"
"8040","Pias1"
"8041","Pias2"
"8042","Pias3"
"8043","Pias4"
"8044","Pibf1"
"8045","Picalm"
"8046","Pick1"
"8047","Pid1"
"8048","Pidd1"
"8049","Piezo1"
"8050","Pif1"
"8051","Piga"
"8052","Pigb"
"8053","Pigc"
"8054","Pigf"
"8055","Pigg"
"8056","Pigh"
"8057","Pigk"
"8058","Pigl"
"8059","Pigm"
"8060","Pign"
"8061","Pigo"
"8062","Pigp"
"8063","Pigq"
"8064","Pigs"
"8065","Pigt"
"8066","Pigu"
"8067","Pigv"
"8068","Pigw"
"8069","Pigx"
"8070","Pigyl"
"8071","Pih1d1"
"8072","Pih1d2"
"8073","Pik3c2a"
"8074","Pik3c3"
"8075","Pik3ca"
"8076","Pik3cb"
"8077","Pik3cd"
"8078","Pik3cg"
"8079","Pik3ip1"
"8080","Pik3r1"
"8081","Pik3r2"
"8082","Pik3r4"
"8083","Pik3r5"
"8084","Pik3r6"
"8085","Pikfyve"
"8086","Pilra"
"8087","Pilrb1"
"8088","Pilrb2"
"8089","Pim1"
"8090","Pim2"
"8091","Pim3"
"8092","Pin1"
"8093","Pin4"
"8094","Pink1"
"8095","Pinx1"
"8096","Pip4k2a"
"8097","Pip4k2b"
"8098","Pip4k2c"
"8099","Pip5k1a"
"8100","Pip5k1b"
"8101","Pip5k1c"
"8102","Pipox"
"8103","Pir"
"8104","Pirb"
"8105","Pisd"
"8106","Pisd-ps1"
"8107","Pisd-ps2"
"8108","Pithd1"
"8109","Pitpna"
"8110","Pitpnb"
"8111","Pitpnc1"
"8112","Pitpnm1"
"8113","Pitpnm2"
"8114","Pitrm1"
"8115","Pja1"
"8116","Pja2"
"8117","Pkd2l2"
"8118","Pkhd1l1"
"8119","Pkib"
"8120","Pkig"
"8121","Pklr"
"8122","Pkm"
"8123","Pkmyt1"
"8124","Pkn1"
"8125","Pkn2"
"8126","Pkn3"
"8127","Pknox1"
"8128","Pkp2"
"8129","Pkp3"
"8130","Pkp4"
"8131","Pla1a"
"8132","Pla2g12a"
"8133","Pla2g12b"
"8134","Pla2g15"
"8135","Pla2g16"
"8136","Pla2g4a"
"8137","Pla2g4c"
"8138","Pla2g6"
"8139","Pla2g7"
"8140","Plaa"
"8141","Plac8"
"8142","Plagl2"
"8143","Platr17"
"8144","Platr27"
"8145","Plaur"
"8146","Plbd1"
"8147","Plbd2"
"8148","Plcb2"
"8149","Plcb3"
"8150","Plcb4"
"8151","Plcg1"
"8152","Plcg2"
"8153","Plcl2"
"8154","Plcxd2"
"8155","Pld1"
"8156","Pld3"
"8157","Pld4"
"8158","Pld6"
"8159","Plec"
"8160","Plek"
"8161","Plek2"
"8162","Plekha1"
"8163","Plekha2"
"8164","Plekha3"
"8165","Plekha5"
"8166","Plekha7"
"8167","Plekhb2"
"8168","Plekhf1"
"8169","Plekhf2"
"8170","Plekhg2"
"8171","Plekhg3"
"8172","Plekhg5"
"8173","Plekhj1"
"8174","Plekhm1"
"8175","Plekhm2"
"8176","Plekhm3"
"8177","Plekhn1"
"8178","Plekho1"
"8179","Plekho2"
"8180","Plg"
"8181","Plgrkt"
"8182","Plin2"
"8183","Plin3"
"8184","Plk1"
"8185","Plk2"
"8186","Plk3"
"8187","Plk4"
"8188","Plod1"
"8189","Plod3"
"8190","Plp1"
"8191","Plp2"
"8192","Plpp1"
"8193","Plpp2"
"8194","Plpp3"
"8195","Plpp5"
"8196","Plpp6"
"8197","Plpp7"
"8198","Plppr3"
"8199","Plrg1"
"8200","Pls1"
"8201","Pls3"
"8202","Plscr1"
"8203","Plscr3"
"8204","Pltp"
"8205","Plvap"
"8206","Plxdc1"
"8207","Plxna4os1"
"8208","Plxnb2"
"8209","Plxnc1"
"8210","Pmaip1"
"8211","Pmf1"
"8212","Pml"
"8213","Pmm1"
"8214","Pmm2"
"8215","Pmpca"
"8216","Pmpcb"
"8217","Pms1"
"8218","Pms2"
"8219","Pmvk"
"8220","Pnisr"
"8221","Pnkd"
"8222","Pnkp"
"8223","Pnldc1"
"8224","Pnliprp1"
"8225","Pnliprp2"
"8226","Pnn"
"8227","Pno1"
"8228","Pnp"
"8229","Pnp2"
"8230","Pnpla2"
"8231","Pnpla6"
"8232","Pnpla7"
"8233","Pnpla8"
"8234","Pnpo"
"8235","Pnpt1"
"8236","Pnrc1"
"8237","Pnrc2"
"8238","Poc1a"
"8239","Poc1b"
"8240","Poc5"
"8241","Podxl"
"8242","Pofut1"
"8243","Pofut2"
"8244","Pogk"
"8245","Poglut1"
"8246","Pogz"
"8247","Pola1"
"8248","Pola2"
"8249","Polb"
"8250","Pold1"
"8251","Pold2"
"8252","Pold3"
"8253","Pold4"
"8254","Poldip2"
"8255","Poldip3"
"8256","Pole"
"8257","Pole2"
"8258","Pole3"
"8259","Pole4"
"8260","Polg"
"8261","Polg2"
"8262","Polh"
"8263","Poli"
"8264","Polk"
"8265","Poll"
"8266","Polm"
"8267","Poln"
"8268","Polq"
"8269","Polr1a"
"8270","Polr1b"
"8271","Polr1c"
"8272","Polr1d"
"8273","Polr1e"
"8274","Polr2a"
"8275","Polr2b"
"8276","Polr2c"
"8277","Polr2d"
"8278","Polr2e"
"8279","Polr2f"
"8280","Polr2g"
"8281","Polr2h"
"8282","Polr2i"
"8283","Polr2j"
"8284","Polr2k"
"8285","Polr2l"
"8286","Polr2m"
"8287","Polr3a"
"8288","Polr3b"
"8289","Polr3c"
"8290","Polr3d"
"8291","Polr3e"
"8292","Polr3f"
"8293","Polr3g"
"8294","Polr3gl"
"8295","Polr3h"
"8296","Polr3k"
"8297","Polrmt"
"8298","Pom121"
"8299","Pomc"
"8300","Pomgnt1"
"8301","Pomgnt2"
"8302","Pomk"
"8303","Pomp"
"8304","Pomt1"
"8305","Pomt2"
"8306","Pon2"
"8307","Pon3"
"8308","Pop1"
"8309","Pop4"
"8310","Pop5"
"8311","Pop7"
"8312","Popdc2"
"8313","Por"
"8314","Pot1a"
"8315","Pot1b"
"8316","Pou2af1"
"8317","Pou2f1"
"8318","Pou2f2"
"8319","Ppa1"
"8320","Ppa2"
"8321","Ppan"
"8322","Ppard"
"8323","Pparg"
"8324","Ppargc1b"
"8325","Ppat"
"8326","Ppbp"
"8327","Ppcdc"
"8328","Ppcs"
"8329","Ppdpf"
"8330","Ppfia1"
"8331","Ppfia4"
"8332","Ppfibp1"
"8333","Ppfibp2"
"8334","Pphln1"
"8335","Ppia"
"8336","Ppib"
"8337","Ppic"
"8338","Ppid"
"8339","Ppie"
"8340","Ppif"
"8341","Ppig"
"8342","Ppih"
"8343","Ppil1"
"8344","Ppil2"
"8345","Ppil3"
"8346","Ppil4"
"8347","Ppip5k1"
"8348","Ppip5k2"
"8349","Ppm1a"
"8350","Ppm1b"
"8351","Ppm1d"
"8352","Ppm1e"
"8353","Ppm1f"
"8354","Ppm1g"
"8355","Ppm1h"
"8356","Ppm1k"
"8357","Ppm1l"
"8358","Ppm1m"
"8359","Ppme1"
"8360","Ppox"
"8361","Ppp1ca"
"8362","Ppp1cb"
"8363","Ppp1cc"
"8364","Ppp1r10"
"8365","Ppp1r11"
"8366","Ppp1r12a"
"8367","Ppp1r12b"
"8368","Ppp1r12c"
"8369","Ppp1r13b"
"8370","Ppp1r13l"
"8371","Ppp1r14b"
"8372","Ppp1r15a"
"8373","Ppp1r15b"
"8374","Ppp1r16a"
"8375","Ppp1r18"
"8376","Ppp1r2"
"8377","Ppp1r21"
"8378","Ppp1r35"
"8379","Ppp1r37"
"8380","Ppp1r3b"
"8381","Ppp1r3d"
"8382","Ppp1r42"
"8383","Ppp1r7"
"8384","Ppp1r8"
"8385","Ppp1r9a"
"8386","Ppp1r9b"
"8387","Ppp2ca"
"8388","Ppp2cb"
"8389","Ppp2r1a"
"8390","Ppp2r1b"
"8391","Ppp2r2a"
"8392","Ppp2r2d"
"8393","Ppp2r3a"
"8394","Ppp2r3c"
"8395","Ppp2r3d"
"8396","Ppp2r5a"
"8397","Ppp2r5b"
"8398","Ppp2r5c"
"8399","Ppp2r5d"
"8400","Ppp2r5e"
"8401","Ppp3ca"
"8402","Ppp3cb"
"8403","Ppp3r1"
"8404","Ppp4c"
"8405","Ppp4r1"
"8406","Ppp4r1l-ps"
"8407","Ppp4r2"
"8408","Ppp4r3a"
"8409","Ppp4r3b"
"8410","Ppp5c"
"8411","Ppp6c"
"8412","Ppp6r1"
"8413","Ppp6r2"
"8414","Ppp6r3"
"8415","Pprc1"
"8416","Ppt1"
"8417","Ppt2"
"8418","Pptc7"
"8419","Ppwd1"
"8420","Pqbp1"
"8421","Pqlc1"
"8422","Pqlc2"
"8423","Pqlc3"
"8424","Pradc1"
"8425","Praf2"
"8426","Pramef8"
"8427","Prc1"
"8428","Prcc"
"8429","Prcp"
"8430","Prdm10"
"8431","Prdm11"
"8432","Prdm15"
"8433","Prdm16"
"8434","Prdm2"
"8435","Prdm4"
"8436","Prdm5"
"8437","Prdm9"
"8438","Prdx1"
"8439","Prdx2"
"8440","Prdx3"
"8441","Prdx4"
"8442","Prdx5"
"8443","Prdx6"
"8444","Preb"
"8445","Prelid1"
"8446","Prelid2"
"8447","Prelid3a"
"8448","Prelid3b"
"8449","Prep"
"8450","Prepl"
"8451","Prex1"
"8452","Prg2"
"8453","Prg3"
"8454","Prickle1"
"8455","Prickle3"
"8456","Prim1"
"8457","Prim2"
"8458","Primpol"
"8459","Prkaa1"
"8460","Prkab1"
"8461","Prkaca"
"8462","Prkacb"
"8463","Prkag1"
"8464","Prkag2"
"8465","Prkar1a"
"8466","Prkar1b"
"8467","Prkar2a"
"8468","Prkar2b"
"8469","Prkca"
"8470","Prkcb"
"8471","Prkcd"
"8472","Prkcdbp"
"8473","Prkch"
"8474","Prkci"
"8475","Prkcq"
"8476","Prkcsh"
"8477","Prkd1"
"8478","Prkd2"
"8479","Prkd3"
"8480","Prkdc"
"8481","Prkra"
"8482","Prkrip1"
"8483","Prkx"
"8484","Prl2b1"
"8485","Prmt1"
"8486","Prmt2"
"8487","Prmt3"
"8488","Prmt5"
"8489","Prmt6"
"8490","Prmt7"
"8491","Prmt9"
"8492","Prnp"
"8493","Proc"
"8494","Proca1"
"8495","Prodh"
"8496","Prodh2"
"8497","Prokr1"
"8498","Prom1"
"8499","Prorsd1"
"8500","Pros1"
"8501","Prosc"
"8502","Proscos"
"8503","Proser1"
"8504","Proser2"
"8505","Proser3"
"8506","Prox1"
"8507","Prox2"
"8508","Proz"
"8509","Prpf18"
"8510","Prpf19"
"8511","Prpf3"
"8512","Prpf31"
"8513","Prpf38a"
"8514","Prpf38b"
"8515","Prpf39"
"8516","Prpf4"
"8517","Prpf40a"
"8518","Prpf40b"
"8519","Prpf4b"
"8520","Prpf6"
"8521","Prpf8"
"8522","Prps1"
"8523","Prps1l3"
"8524","Prps2"
"8525","Prpsap1"
"8526","Prpsap2"
"8527","Prr11"
"8528","Prr12"
"8529","Prr13"
"8530","Prr14"
"8531","Prr14l"
"8532","Prr15l"
"8533","Prr22"
"8534","Prr3"
"8535","Prr36"
"8536","Prr5"
"8537","Prr7"
"8538","Prrc1"
"8539","Prrc2a"
"8540","Prrc2b"
"8541","Prrc2c"
"8542","Prrg1"
"8543","Prrg2"
"8544","Prss16"
"8545","Prss34"
"8546","Prss36"
"8547","Prss50"
"8548","Prss57"
"8549","Prss8"
"8550","Prtn3"
"8551","Prune1"
"8552","Psap"
"8553","Psat1"
"8554","Psd"
"8555","Psd3"
"8556","Psd4"
"8557","Psen1"
"8558","Psen2"
"8559","Psenen"
"8560","Psip1"
"8561","Pskh1"
"8562","Psma1"
"8563","Psma2"
"8564","Psma3"
"8565","Psma4"
"8566","Psma5"
"8567","Psma6"
"8568","Psma7"
"8569","Psma8"
"8570","Psmb1"
"8571","Psmb10"
"8572","Psmb2"
"8573","Psmb3"
"8574","Psmb4"
"8575","Psmb5"
"8576","Psmb6"
"8577","Psmb6-ps2"
"8578","Psmb7"
"8579","Psmb8"
"8580","Psmb9"
"8581","Psmc1"
"8582","Psmc2"
"8583","Psmc3"
"8584","Psmc3ip"
"8585","Psmc4"
"8586","Psmc5"
"8587","Psmc6"
"8588","Psmd1"
"8589","Psmd10"
"8590","Psmd11"
"8591","Psmd12"
"8592","Psmd13"
"8593","Psmd14"
"8594","Psmd2"
"8595","Psmd3"
"8596","Psmd4"
"8597","Psmd5"
"8598","Psmd6"
"8599","Psmd7"
"8600","Psmd8"
"8601","Psmd9"
"8602","Psme1"
"8603","Psme2"
"8604","Psme2b"
"8605","Psme3"
"8606","Psme4"
"8607","Psmf1"
"8608","Psmg1"
"8609","Psmg2"
"8610","Psmg3"
"8611","Psmg4"
"8612","Pspc1"
"8613","Psph"
"8614","Psrc1"
"8615","Pstk"
"8616","Pstpip1"
"8617","Ptafr"
"8618","Ptar1"
"8619","Ptbp1"
"8620","Ptbp2"
"8621","Ptbp3"
"8622","Ptcd1"
"8623","Ptcd2"
"8624","Ptcd3"
"8625","Ptch1"
"8626","Ptdss1"
"8627","Ptdss2"
"8628","Pten"
"8629","Pter"
"8630","Ptger2"
"8631","Ptger3"
"8632","Ptger4"
"8633","Ptges2"
"8634","Ptges3"
"8635","Ptges3l"
"8636","Ptgir"
"8637","Ptgr1"
"8638","Ptgr2"
"8639","Ptgs1"
"8640","Ptgs2os2"
"8641","Ptk2"
"8642","Ptk2b"
"8643","Ptk7"
"8644","Ptma"
"8645","Ptms"
"8646","Ptov1"
"8647","Ptp4a1"
"8648","Ptp4a2"
"8649","Ptp4a3"
"8650","Ptpa"
"8651","Ptpmt1"
"8652","Ptpn1"
"8653","Ptpn11"
"8654","Ptpn12"
"8655","Ptpn13"
"8656","Ptpn14"
"8657","Ptpn18"
"8658","Ptpn2"
"8659","Ptpn22"
"8660","Ptpn23"
"8661","Ptpn4"
"8662","Ptpn6"
"8663","Ptpn7"
"8664","Ptpn9"
"8665","Ptpra"
"8666","Ptprc"
"8667","Ptprcap"
"8668","Ptpre"
"8669","Ptprf"
"8670","Ptprk"
"8671","Ptpro"
"8672","Ptpru"
"8673","Ptprv"
"8674","Ptrf"
"8675","Ptrh1"
"8676","Ptrh2"
"8677","Ptrhd1"
"8678","Pts"
"8679","Pttg1"
"8680","Pttg1ip"
"8681","Puf60"
"8682","Pum1"
"8683","Pum2"
"8684","Pum3"
"8685","Pura"
"8686","Purb"
